AppName,TCID,STATUS,EXEDATE,ENV|CODE|DATA|REQ
ICGS,23,Fail,07.07.19,"STG2.0|for i,j in range()|j=dict(age)|looping"
ICGS,24,Pass,04.19.19,
ICGS,25,Pass,07.29.19,
ICGS,26,Fail,05.30.19,"STG2.0|for x in range(10,len(dir))|dir=tuple(tran)|looping"
ICGS,27,Fail,08.31.19,PROD2.0|for i in n:|i++|looping
ICGS,28,Pass,05.29.19,
ICGS,29,Fail,04.30.19,DEV2.0| print(balance)|balance=np.nan| printing
ICGS,30,Fail,06.23.19,"DEV2.0|for val in ""str1"": |str=tranc('title')|iteration"
ICGS,31,Pass,08.22.19,
ICGS,32,Fail,05.24.19,"DEV2.0|print(data.[""Name""])|Name=123456|retrive data"
ICGS,33,Fail,04.14.19,"DEV2.0|print(""sum is"",a+b)|a=b=nan|retrive data"
ICGS,34,Pass,09.14.19,
ICGS,35,Pass,08.10.19,
ICGS,36,Pass,05.17.19,
ICGS,37,Pass,08.26.19,
ICGS,38,Fail,08.09.19,"PROD2.0|client.post_telemetry(navsat_msg, compass_msg)|client=""solidity_tran.sol""|replacing"
ICGS,39,Fail,06.21.19,"STG2.0|if value==""username"":|username=""user""|authenticate"
ICGS,40,Pass,05.02.19,
ICGS,41,Pass,05.29.19,
ICGS,42,Fail,05.16.19,"PROD2.0|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising"
ICGS,43,Pass,09.17.19,
ICGS,44,Fail,09.04.19,UAT2.0|if i>z|i=z|decision control
ICGS,45,Pass,05.07.19,
ICGS,46,Pass,06.19.19,
ICGS,47,Pass,08.17.19,
ICGS,48,Fail,05.18.19,"STG2.0|for x in range(10,len(dir))|dir=tuple(tran)|looping"
ICGS,49,Fail,06.11.19,"STG2.0|for i in range(0,bal)|bal=tuple(tran)|looping"
ICGS,50,Fail,08.25.19,"DEV2.0|df = df[df['Android'] != np.nan]|Android={version:v,value:2}|renaming"
ICGS,51,Fail,04.06.19,"STG2.0|for i in range(0,len(book))|book=list(transactions)|looping"
ICGS,52,Fail,06.15.19,UAT2.0|if i>z|i=z|decision control
ICGS,53,Pass,09.07.19,
ICGS,54,Fail,05.04.19,"STG2.0|for i,j in range()|j=dict(age)|looping"
ICGS,55,Fail,04.09.19,"PROD2.0|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising"
ICGS,56,Pass,09.16.19,
ICGS,57,Fail,06.11.19,"DEV2.0|df = df[df['Android'] != np.nan]|Android={version:v,value:2}|renaming"
ICGS,58,Pass,09.26.19,
ICGS,59,Fail,05.17.19,"UAT2.0| a=pd.readcsv(filename)| filename=""testcase.csv""|reading"
ICGS,60,Pass,08.02.19,
ICGS,61,Pass,05.02.19,
ICGS,62,Fail,04.03.19,"PROD2.0|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising"
ICGS,63,Fail,07.01.19,"DEV2.0|df = df[df['Android'] != np.nan]|Android={version:v,value:2}|renaming"
ICGS,64,Pass,06.23.19,
ICGS,65,Pass,05.24.19,
ICGS,66,Fail,05.18.19,"PROD2.0|data.replace(data.Name, 'NA')|Name=nan|manipulating data"
ICGS,67,Fail,08.06.19,DEV2.0| print(balance)|balance=np.nan| printing
ICGS,68,Pass,09.17.19,
ICGS,69,Pass,05.10.19,
ICGS,70,Fail,08.30.19,"UAT2.0|for y,z in list:|list=(df.weight, df.shape[1])|looping"
ICGS,71,Fail,07.22.19,"STG2.0|for i,j in range()|j=dict(age)|looping"
ICGS,72,Pass,05.12.19,
ICGS,73,Fail,05.14.19,DEV2.0| print(balance)|balance=np.nan| printing
ICGS,74,Fail,09.09.19,"DEV2.0|print(data.[""Name""])|Name=123456|retrive data"
ICGS,75,Pass,07.21.19,
ICGS,76,Pass,04.01.19,
ICGS,77,Fail,06.13.19,STG2.0|print(bal)|bal=np.nan|printing
ICGS,78,Fail,07.11.19,"PROD2.0|uname=account.get(name)|account.name=""hjkma""|Coloring"
ICGS,79,Pass,07.22.19,
ICGS,80,Fail,04.04.19,"PROD2.0|data.replace(data.Name, 'NA')|Name=nan|manipulating data"
ICGS,81,Pass,08.05.19,
ICGS,82,Fail,08.08.19,UAT2.0|if i<8|i=0|decision control
ICGS,83,Fail,05.13.19,PROD2.0|print(('python')*a)|a=name.value|retrieve data
ICGS,84,Pass,04.19.19,
ICGS,85,Fail,08.01.19,"DEV2.0|plt.show(a,d)|a,d=(df.keys,df.values)|plotting"
ICGS,86,Fail,05.13.19,"DEV2.0|print(data.[""Name""])|Name=123456|retrive data"
ICGS,87,Fail,08.22.19,"STG2.0|for x in range(10,len(dir))|dir=tuple(tran)|looping"
ICGS,88,Fail,04.17.19,"STG2.0|for i,j in range()|j=dict(age)|looping"
ICGS,89,Fail,06.17.19,"STG2.0|for i in range(0,len(book))|book=list(transactions)|looping"
ICGS,90,Pass,05.26.19,
ICGS,91,Fail,05.05.19,UAT2.0|if i>z|i=z|decision control
ICGS,92,Pass,09.26.19,
ICGS,93,Pass,04.25.19,
ICGS,94,Pass,04.13.19,
ICGS,95,Pass,04.06.19,
ICGS,96,Fail,05.05.19,DEV2.0|print(df)|df=address.dataframe|retrive data
ICGS,97,Pass,05.03.19,
ICGS,98,Fail,09.26.19,DEV2.0|fig.show()|fig=ax.plot(data)|displaying
ICGS,99,Pass,09.16.19,
ICGS,100,Pass,08.18.19,
ICGS,101,Fail,07.03.19,DEV2.0| print(balance)|balance=np.nan| printing
ICGS,102,Fail,08.02.19,"STG2.0|for i,j in range()|j=dict(age)|looping"
ICGS,103,Fail,05.05.19,"PROD2.0|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising"
ICGS,104,Fail,05.29.19,"DEV2.0|df = df[df['Android'] != np.nan]|Android={version:v,value:2}|renaming"
ICGS,105,Fail,07.12.19,"STG2.0|for i in Age|i={name,age}|looping"
ICGS,106,Fail,04.30.19,"STG2.0|for x in range(10,len(dir))|dir=tuple(tran)|looping"
ICGS,107,Pass,04.20.19,
ICGS,108,Pass,07.27.19,
ICGS,109,Fail,04.20.19,"STG2.0|for i in range(0,bal)|bal=tuple(tran)|looping"
ICGS,110,Fail,07.07.19,UAT2.0|values=list(names)|names=set(names.keys)|retriving
ICGS,111,Fail,07.18.19,"STG2.0|for i,j in range()|j=dict(age)|looping"
ICGS,112,Fail,07.20.19,DEV2.0| print(balance)|balance=np.nan| printing
ICGS,113,Pass,08.17.19,
ICGS,114,Fail,07.10.19,"DEV2.0|print(""sum is"",a+b)|a=b=nan|retrive data"
ICGS,115,Pass,05.31.19,
ICGS,116,Fail,09.08.19,"DEV2.0|data = pd.read_csv(usecase)|usecase=""file.csv""|reading"
ICGS,117,Pass,04.05.19,
ICGS,118,Fail,06.01.19,"STG2.0|if value==""username"":|username=""user""|authenticate"
ICGS,119,Pass,04.26.19,
ICGS,120,Pass,07.27.19,
ICGS,121,Fail,06.08.19,"PROD2.0|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising"
ICGS,122,Pass,07.27.19,
ICGS,123,Fail,05.04.19,DEV2.0|fig.show()|fig=ax.plot(data)|displaying
ICGS,124,Pass,09.11.19,
ICGS,125,Fail,06.21.19,"DEV2.0|print(data.[""Name""])|Name=123456|retrive data"
ICGS,126,Pass,04.10.19,
ICGS,127,Fail,04.24.19,"PROD2.0|data.replace(data.Name, 'NA')|Name=nan|manipulating data"
ICGS,128,Fail,04.09.19,DEV2.0|print(df)|df=address.dataframe|retrive data
ICGS,129,Pass,04.04.19,
ICGS,130,Pass,08.23.19,
ICGS,131,Pass,08.10.19,
ICGS,132,Fail,04.12.19,"PROD2.0|uname=account.get(name)|account.name=""hjkma""|Coloring"
ICGS,133,Fail,04.06.19,"PROD2.0|filename.replace(""_"","""")|filename=""solidity_tranc.sol""|replacing"
ICGS,134,Fail,06.03.19,"DEV2.0|data = pd.read_csv(usecase)|usecase=""file.csv""|reading"
ICGS,135,Fail,04.21.19,"STG2.0|for i,j in range()|j=dict(age)|looping"
ICGS,136,Pass,08.01.19,
ICGS,137,Pass,09.24.19,
ICGS,138,Pass,08.23.19,
ICGS,139,Pass,04.26.19,
ICGS,140,Pass,07.28.19,
ICGS,141,Fail,04.22.19,"UAT2.0|add(balance,tranc):|balance=address.getvalue();|updating balance"
ICGS,142,Pass,06.29.19,
ICGS,143,Pass,06.24.19,
ICGS,144,Pass,07.28.19,
ICGS,145,Pass,08.26.19,
ICGS,146,Fail,07.19.19,"DEV2.0|plt.show(a,d)|a,d=(df.keys,df.values)|plotting"
ICGS,147,Pass,07.10.19,
ICGS,148,Pass,06.27.19,
ICGS,149,Pass,06.06.19,
ICGS,150,Fail,06.30.19,UAT2.0|if i>z|i=z|decision control
ICGS,151,Fail,08.25.19,PROD2.0|fig.shape()|fig=fg.plot(df)|vizualisation
ICGS,152,Fail,09.07.19,"DEV2.0|df = df[df['Android'] != np.nan]|Android={version:v,value:2}|renaming"
ICGS,153,Pass,09.17.19,
ICGS,154,Pass,07.20.19,
ICGS,155,Fail,05.14.19,"PROD2.0|filename.replace(""_"","""")|filename=""solidity_tranc.sol""|replacing"
ICGS,156,Pass,08.02.19,
ICGS,157,Fail,09.28.19,PROD2.0|fig.shape()|fig=fg.plot(df)|vizualisation
ICGS,158,Fail,07.06.19,"PROD2.0|uname=account.get(name)|account.name=""hjkma""|Coloring"
ICGS,159,Pass,07.01.19,
ICGS,160,Pass,09.27.19,
ICGS,161,Fail,04.27.19,"UAT2.0|if key==""password"":|password=""admin""|authenticate"
ICGS,162,Pass,09.25.19,
ICGS,163,Pass,07.26.19,
ICGS,164,Pass,07.28.19,
ICGS,165,Pass,09.10.19,
ICGS,166,Pass,08.09.19,
ICGS,167,Pass,08.14.19,
ICGS,168,Pass,06.30.19,
ICGS,169,Fail,05.23.19,"DEV2.0|data = pd.read_csv(usecase)|usecase=""file.csv""|reading"
ICGS,170,Pass,07.13.19,
ICGS,171,Pass,08.07.19,
ICGS,172,Pass,04.04.19,
ICGS,173,Fail,06.11.19,DEV2.0|fig.show()|fig=ax.plot(data)|displaying
ICGS,174,Fail,08.18.19,"STG2.0|for i in range(0,bal)|bal=tuple(tran)|looping"
ICGS,175,Pass,04.08.19,
ICGS,176,Pass,08.25.19,
ICGS,177,Fail,07.20.19,"PROD2.0|uname=account.get(name)|account.name=""hjkma""|Coloring"
ICGS,178,Pass,08.29.19,
ICGS,179,Fail,07.29.19,PROD2.0|for i in n:|i++|looping
ICGS,180,Fail,08.22.19,"STG2.0|for i,j in range()|j=dict(age)|looping"
ICGS,181,Pass,07.23.19,
ICGS,182,Fail,09.07.19,"PROD2.0| pd.DataFrame(data)| data={address:a,value:12000}| initiating data frame"
ICGS,183,Pass,09.03.19,
ICGS,184,Fail,04.09.19,STG2.0|while var >! 0:  |var=balance|validation
ICGS,185,Fail,05.16.19,"PROD2.0|client.post_telemetry(navsat_msg, compass_msg)|client=""solidity_tran.sol""|replacing"
ICGS,186,Fail,08.18.19,UAT2.0|values=list(names)|names=set(names.keys)|retriving
ICGS,187,Pass,08.29.19,
ICGS,188,Pass,05.07.19,
ICGS,189,Fail,05.06.19,"DEV2.0|print(""sum is"",a+b)|a=b=nan|retrive data"
ICGS,190,Fail,09.13.19,"STG2.0|for i in range(0,len(book))|book=list(transactions)|looping"
ICGS,191,Pass,06.09.19,
ICGS,192,Fail,07.03.19,"DEV2.0|df.read_csv(""bal.csv"")|bal=nan|Importing file"
ICGS,193,Pass,09.01.19,
ICGS,194,Pass,08.19.19,
ICGS,195,Fail,04.04.19,"DEV2.0|plt.plot(x,y)|x,y =(trans.address,trans.values)|plotting"
ICGS,196,Pass,05.11.19,
ICGS,197,Pass,08.04.19,
ICGS,198,Fail,05.02.19,STG2.0|print(bal)|bal=np.nan|printing
ICGS,199,Pass,07.17.19,
ICGS,200,Pass,07.20.19,
ICGS,201,Fail,09.06.19,"PROD2.0|uname=account.get(name)|account.name=""hjkma""|Coloring"
ICGS,202,Pass,09.22.19,
ICGS,203,Pass,04.27.19,
ICGS,204,Pass,07.14.19,
ICGS,205,Fail,08.27.19,UAT2.0|if i>z|i=z|decision control
ICGS,206,Fail,07.25.19,STG2.0| if i>5 |i=6 |decision control
ICGS,207,Pass,08.05.19,
ICGS,208,Fail,06.05.19,"STG2.0|for i,j in range()|j=dict(age)|looping"
ICGS,209,Fail,07.07.19,STG2.0|print(bal)|bal=np.nan|printing
ICGS,210,Fail,04.15.19,STG2.0|while var >! 0:  |var=balance|validation
ICGS,211,Pass,08.28.19,
ICGS,212,Pass,05.11.19,
ICGS,213,Pass,06.30.19,
ICGS,214,Pass,07.18.19,
ICGS,215,Fail,07.29.19,"DEV2.0|df.read_csv(""bal.csv"")|bal=nan|Importing file"
ICGS,216,Pass,09.17.19,
ICGS,217,Pass,05.07.19,
ICGS,218,Fail,06.04.19,UAT2.0|while i>6|i<5|validation
ICGS,219,Fail,07.22.19,"STG2.0|if value==""username"":|username=""user""|authenticate"
ICGS,220,Fail,09.27.19,"STG2.0|for i in range(0,bal)|bal=tuple(tran)|looping"
ICGS,221,Fail,08.23.19,"STG2.0|for i in Age|i={name,age}|looping"
ICGS,222,Pass,08.07.19,
ICGS,223,Pass,08.08.19,
ICGS,224,Pass,04.24.19,
ICGS,225,Pass,07.16.19,
ICGS,226,Fail,06.30.19,STG2.0| if i>5 |i=6 |decision control
ICGS,227,Fail,09.10.19,UAT2.0|values=list(names)|names=set(names.keys)|retriving
ICGS,228,Pass,07.29.19,
ICGS,229,Pass,07.05.19,
ICGS,230,Pass,06.23.19,
COEP,1,Pass,08.23.19,
COEP,2,Fail,06.30.19,PROD2.0|for i in n:|i++|looping
COEP,3,Fail,05.24.19,DEV2.0|print(df)|df=address.dataframe|retrive data
COEP,4,Fail,07.03.19,STG2.0| if i>5 |i=6 |decision control
COEP,5,Pass,04.05.19,
COEP,6,Pass,08.20.19,
COEP,7,Pass,09.22.19,
COEP,8,Fail,05.07.19,"PROD2.0|data.replace(data.Name, 'NA')|Name=nan|manipulating data"
COEP,9,Pass,05.17.19,
COEP,10,Pass,07.13.19,
COEP,11,Fail,07.30.19,UAT2.0|values=list(names)|names=set(names.keys)|retriving
COEP,12,Fail,08.08.19,"STG2.0|for i in Age|i={name,age}|looping"
COEP,13,Pass,04.04.19,
COEP,14,Fail,07.18.19,"UAT2.0| a=pd.readcsv(filename)| filename=""testcase.csv""|reading"
COEP,15,Fail,06.13.19,"DEV2.0| for x,d in tup:| tup=(data.Height, data.shape[0])|looping"
COEP,16,Pass,08.25.19,
COEP,17,Pass,04.14.19,
COEP,18,Pass,09.09.19,
COEP,19,Fail,09.10.19,UAT2.0|if i<8|i=0|decision control
COEP,20,Fail,09.06.19,"PROD2.0|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising"
COEP,21,Fail,07.24.19,"UAT2.0|if name==""input"":|input=""John""|validation"
COEP,22,Pass,07.11.19,
COEP,23,Fail,08.15.19,DEV2.0|print(a)|a=transaction.address|retrive data
COEP,24,Pass,04.22.19,
COEP,25,Fail,07.05.19,"STG2.0|for i in range(0,len(book))|book=list(transactions)|looping"
COEP,26,Pass,07.31.19,
COEP,27,Pass,04.14.19,
COEP,28,Fail,04.01.19,"DEV2.0|print(data.[""Name""])|Name=123456|retrive data"
COEP,29,Pass,05.15.19,
COEP,30,Pass,04.27.19,
COEP,31,Fail,06.16.19,PROD2.0|for i in n:|i++|looping
COEP,32,Fail,09.04.19,"PROD2.0|uname=account.get(name)|account.name=""hjkma""|Coloring"
COEP,33,Fail,07.03.19,UAT2.0|while i>6|i<5|validation
COEP,34,Fail,06.01.19,STG2.0|while var >! 0:  |var=balance|validation
COEP,35,Fail,04.19.19,DEV2.0|print(df)|df=address.dataframe|retrive data
COEP,36,Pass,07.21.19,
COEP,37,Fail,08.28.19,"UAT2.0| a=pd.readcsv(filename)| filename=""testcase.csv""|reading"
COEP,38,Fail,06.01.19,"DEV2.0| for x,d in tup:| tup=(data.Height, data.shape[0])|looping"
COEP,39,Pass,06.05.19,
COEP,40,Fail,05.21.19,"PROD2.0|client.post_telemetry(navsat_msg, compass_msg)|client=""solidity_tran.sol""|replacing"
COEP,41,Pass,08.26.19,
COEP,42,Fail,04.04.19,"STG2.0|for x in range(10,len(dir))|dir=tuple(tran)|looping"
COEP,43,Fail,04.03.19,"STG2.0|if value==""username"":|username=""user""|authenticate"
COEP,44,Pass,05.24.19,
COEP,45,Fail,05.17.19,UAT2.0|if i>z|i=z|decision control
COEP,46,Pass,09.30.19,
COEP,47,Pass,07.20.19,
COEP,48,Pass,05.11.19,
COEP,49,Fail,04.25.19,UAT2.0|while i>6|i<5|validation
COEP,50,Pass,08.18.19,
COEP,51,Fail,08.17.19,"STG2.0|for i in Age|i={name,age}|looping"
COEP,52,Pass,04.13.19,
COEP,53,Fail,05.29.19,"PROD2.0|data.replace(data.Name, 'NA')|Name=nan|manipulating data"
COEP,54,Pass,04.06.19,
COEP,55,Fail,06.27.19,STG2.0|print(bal)|bal=np.nan|printing
COEP,56,Fail,07.23.19,PROD2.0|Not compatible with framework version|framework version= tensorflow 1.2 |Updating
COEP,57,Fail,05.20.19,"DEV2.0|data = pd.read_csv(usecase)|usecase=""file.csv""|reading"
COEP,58,Fail,06.04.19,UAT2.0|if i>z|i=z|decision control
COEP,59,Fail,07.13.19,UAT2.0|form.submit(name[0])|name=get(name.values)|retriving
COEP,60,Pass,09.28.19,
COEP,61,Pass,09.19.19,
COEP,62,Fail,06.17.19,"DEV2.0|plt.show(a,d)|a,d=(df.keys,df.values)|plotting"
COEP,63,Fail,05.11.19,"STG2.0|for i,j in range()|j=dict(age)|looping"
COEP,64,Pass,08.07.19,
COEP,65,Fail,04.10.19,"PROD2.0|filename.replace(""_"","""")|filename=""solidity_tranc.sol""|replacing"
COEP,66,Pass,09.17.19,
COEP,67,Pass,07.27.19,
COEP,68,Fail,06.15.19,"PROD2.0|filename.replace(""_"","""")|filename=""solidity_tranc.sol""|replacing"
COEP,69,Fail,04.01.19,"UAT2.0|add(balance,tranc):|balance=address.getvalue();|updating balance"
COEP,70,Pass,09.05.19,
COEP,71,Pass,06.12.19,
COEP,72,Pass,05.14.19,
COEP,73,Pass,09.18.19,
COEP,74,Fail,08.25.19,"UAT2.0|if key==""password"":|password=""admin""|authenticate"
COEP,75,Fail,08.21.19,"DEV2.0|df = df[df['Android'] != np.nan]|Android={version:v,value:2}|renaming"
COEP,76,Pass,06.28.19,
COEP,77,Fail,09.19.19,"UAT2.0|if name==""input"":|input=""John""|validation"
COEP,78,Fail,07.29.19,"PROD2.0| pd.DataFrame(data)| data={address:a,value:12000}| initiating data frame"
COEP,79,Fail,09.13.19,"UAT2.0|if name==""input"":|input=""John""|validation"
COEP,80,Pass,04.30.19,
COEP,81,Fail,05.06.19,"DEV2.0|df.read_csv(""bal.csv"")|bal=nan|Importing file"
COEP,82,Fail,05.11.19,"STG2.0|for i in Age|i={name,age}|looping"
COEP,83,Fail,08.19.19,DEV2.0|print(a)|a=transaction.address|retrive data
COEP,84,Fail,04.12.19,"DEV2.0|for val in ""str1"": |str=tranc('title')|iteration"
COEP,85,Pass,05.27.19,
COEP,86,Fail,07.03.19,"DEV2.0|print(data.[""Name""])|Name=123456|retrive data"
COEP,87,Pass,07.01.19,
COEP,88,Fail,09.13.19,"STG2.0|for i in Age|i={name,age}|looping"
COEP,89,Pass,06.14.19,
COEP,90,Pass,04.20.19,
COEP,91,Pass,06.24.19,
COEP,92,Fail,08.24.19,STG2.0|print(bal)|bal=np.nan|printing
COEP,93,Pass,09.03.19,
COEP,94,Fail,05.23.19,"DEV2.0|df.read_csv(""bal.csv"")|bal=nan|Importing file"
COEP,95,Fail,04.30.19,UAT2.0|form.submit(name[0])|name=get(name.values)|retriving
COEP,96,Fail,06.08.19,PROD2.0|Not compatible with framework version|framework version= tensorflow 1.2 |Updating
COEP,97,Pass,05.21.19,
COEP,98,Fail,05.01.19,UAT2.0|if i<8|i=0|decision control
COEP,99,Pass,09.23.19,
COEP,100,Pass,05.29.19,
COEP,101,Fail,05.06.19,"STG2.0|for i in range(0,bal)|bal=tuple(tran)|looping"
COEP,102,Pass,09.18.19,
COEP,103,Fail,09.07.19,"STG2.0|for i in range(0,bal)|bal=tuple(tran)|looping"
COEP,104,Pass,04.16.19,
COEP,105,Fail,05.28.19,"PROD2.0|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising"
COEP,106,Pass,08.21.19,
COEP,107,Pass,05.08.19,
COEP,108,Fail,05.21.19,"STG2.0|for i,j in range()|j=dict(age)|looping"
COEP,109,Fail,04.22.19,PROD2.0|for i in n:|i++|looping
COEP,110,Pass,04.25.19,
COEP,111,Fail,07.09.19,STG2.0|while var >! 0:  |var=balance|validation
COEP,112,Fail,08.07.19,"DEV2.0|data = pd.read_csv(usecase)|usecase=""file.csv""|reading"
COEP,113,Fail,07.05.19,"PROD2.0|filename.replace(""_"","""")|filename=""solidity_tranc.sol""|replacing"
COEP,114,Fail,07.01.19,"DEV2.0|plt.plot(x,y)|x,y =(trans.address,trans.values)|plotting"
COEP,115,Pass,04.25.19,
COEP,116,Pass,05.01.19,
COEP,117,Fail,07.25.19,UAT2.0|if i>z|i=z|decision control
COEP,118,Fail,05.21.19,"UAT2.0|add(balance,tranc):|balance=address.getvalue();|updating balance"
COEP,119,Fail,07.27.19,"DEV2.0|plt.plot(q,r)|q,r =(t.height,t.weight)|plotting"
COEP,120,Pass,04.03.19,
COEP,121,Pass,09.23.19,
COEP,122,Pass,05.10.19,
COEP,123,Pass,09.18.19,
COEP,124,Fail,07.25.19,DEV2.0|print(df)|df=address.dataframe|retrive data
COEP,125,Pass,08.01.19,
COEP,126,Pass,09.16.19,
COEP,127,Fail,06.06.19,"STG2.0|for i in range(0,len(book))|book=list(transactions)|looping"
COEP,128,Pass,07.07.19,
COEP,129,Fail,06.25.19,"UAT2.0| a=pd.readcsv(filename)| filename=""testcase.csv""|reading"
COEP,130,Pass,07.30.19,
COEP,131,Fail,04.26.19,"PROD2.0|uname=account.get(name)|account.name=""hjkma""|Coloring"
COEP,132,Fail,09.16.19,"DEV2.0|df = df[df['Android'] != np.nan]|Android={version:v,value:2}|renaming"
COEP,133,Fail,04.22.19,"PROD2.0|filename.replace(""_"","""")|filename=""solidity_tranc.sol""|replacing"
COEP,134,Pass,08.25.19,
COEP,135,Fail,05.27.19,"UAT2.0|add(balance,tranc):|balance=address.getvalue();|updating balance"
COEP,136,Fail,09.15.19,"DEV2.0|for val in ""str1"": |str=tranc('title')|iteration"
COEP,137,Fail,05.02.19,UAT2.0|if i>z|i=z|decision control
COEP,138,Pass,05.22.19,
COEP,139,Pass,05.17.19,
COEP,140,Pass,07.23.19,
COEP,141,Fail,09.28.19,"DEV2.0|df = df[df['Android'] != np.nan]|Android={version:v,value:2}|renaming"
COEP,142,Pass,07.09.19,
COEP,143,Pass,06.08.19,
COEP,144,Fail,04.25.19,DEV2.0| print(balance)|balance=np.nan| printing
COEP,145,Pass,04.05.19,
COEP,146,Pass,07.14.19,
COEP,147,Pass,08.10.19,
COEP,148,Fail,04.01.19,UAT2.0|while i>6|i<5|validation
COEP,149,Pass,09.28.19,
COEP,150,Fail,09.27.19,"DEV2.0|print(data.[""Name""])|Name=123456|retrive data"
COEP,151,Pass,08.25.19,
COEP,152,Fail,09.01.19,"STG2.0|for i,j in range()|j=dict(age)|looping"
COEP,153,Pass,06.19.19,
COEP,154,Fail,04.22.19,"STG2.0|for i,j in range()|j=dict(age)|looping"
COEP,155,Pass,09.24.19,
COEP,156,Pass,05.25.19,
COEP,157,Fail,07.03.19,DEV2.0| print(balance)|balance=np.nan| printing
COEP,158,Fail,04.08.19,"UAT2.0|for y,z in list:|list=(df.weight, df.shape[1])|looping"
COEP,159,Pass,09.17.19,
COEP,160,Fail,05.24.19,DEV2.0|fig.show()|fig=ax.plot(data)|displaying
COEP,161,Fail,04.27.19,"DEV2.0| for x,d in tup:| tup=(data.Height, data.shape[0])|looping"
COEP,162,Pass,09.24.19,
COEP,163,Pass,08.28.19,
COEP,164,Fail,05.07.19,"UAT2.0|if key==""password"":|password=""admin""|authenticate"
COEP,165,Fail,08.11.19,"PROD2.0| pd.DataFrame(data)| data={address:a,value:12000}| initiating data frame"
COEP,166,Pass,04.21.19,
COEP,167,Pass,05.01.19,
COEP,168,Pass,04.13.19,
COEP,169,Pass,04.03.19,
COEP,170,Pass,05.08.19,
COEP,171,Pass,04.25.19,
COEP,172,Fail,04.25.19,PROD2.0|fig.shape()|fig=fg.plot(df)|vizualisation
COEP,173,Fail,04.05.19,"DEV2.0|print(data.[""Name""])|Name=123456|retrive data"
COEP,174,Fail,09.30.19,"UAT2.0| a=pd.readcsv(filename)| filename=""testcase.csv""|reading"
COEP,175,Pass,09.07.19,
COEP,176,Pass,07.27.19,
COEP,177,Pass,07.27.19,
COEP,178,Pass,07.18.19,
COEP,179,Fail,08.28.19,"PROD2.0|filename.replace(""_"","""")|filename=""solidity_tranc.sol""|replacing"
COEP,180,Fail,06.11.19,"PROD2.0| pd.DataFrame(data)| data={address:a,value:12000}| initiating data frame"
COEP,181,Fail,04.29.19,UAT2.0|values=list(names)|names=set(names.keys)|retriving
COEP,182,Fail,08.29.19,"PROD2.0|data.replace(data.Name, 'NA')|Name=nan|manipulating data"
COEP,183,Fail,09.28.19,"STG2.0|for i in range(0,len(book))|book=list(transactions)|looping"
COEP,184,Pass,06.23.19,
COEP,185,Pass,09.10.19,
COEP,186,Fail,08.03.19,DEV2.0|print(a)|a=transaction.address|retrive data
COEP,187,Pass,07.18.19,
COEP,188,Pass,08.15.19,
COEP,189,Fail,08.30.19,"UAT2.0|if key==""password"":|password=""admin""|authenticate"
COEP,190,Pass,09.02.19,
COEP,191,Pass,07.10.19,
COEP,192,Pass,09.30.19,
COEP,193,Fail,05.03.19,STG2.0| if i>5 |i=6 |decision control
COEP,194,Pass,07.17.19,
COEP,195,Pass,06.02.19,
COEP,196,Pass,05.04.19,
COEP,197,Fail,04.16.19,DEV2.0| print(balance)|balance=np.nan| printing
COEP,198,Fail,04.18.19,"UAT2.0|add(balance,tranc):|balance=address.getvalue();|updating balance"
COEP,199,Pass,05.21.19,
COEP,200,Pass,08.14.19,
COEP,201,Pass,08.01.19,
COEP,202,Fail,07.05.19,"STG2.0|for x in range(10,len(dir))|dir=tuple(tran)|looping"
GFIM,1,Fail,08.27.19,"STG2.0|if value==""username"":|username=""user""|authenticate"
GFIM,2,Fail,07.06.19,UAT2.0|if i>z|i=z|decision control
GFIM,3,Pass,08.03.19,
GFIM,4,Pass,04.22.19,
GFIM,5,Fail,05.28.19,STG2.0|while var >! 0:  |var=balance|validation
GFIM,6,Pass,08.09.19,
GFIM,7,Pass,06.29.19,
GFIM,8,Fail,04.08.19,"PROD2.0|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising"
GFIM,9,Pass,06.06.19,
GFIM,10,Fail,06.21.19,PROD2.0|Not compatible with framework version|framework version= tensorflow 1.2 |Updating
GFIM,11,Fail,07.03.19,UAT2.0|if i<8|i=0|decision control
GFIM,12,Pass,06.18.19,
GFIM,13,Fail,08.30.19,DEV2.0|print(df)|df=address.dataframe|retrive data
GFIM,14,Pass,06.22.19,
GFIM,15,Pass,07.27.19,
GFIM,16,Fail,04.30.19,"DEV2.0|plt.plot(q,r)|q,r =(t.height,t.weight)|plotting"
GFIM,17,Fail,05.17.19,"PROD2.0| pd.DataFrame(data)| data={address:a,value:12000}| initiating data frame"
GFIM,18,Fail,06.21.19,"DEV2.0|plt.plot(q,r)|q,r =(t.height,t.weight)|plotting"
GFIM,19,Fail,04.06.19,"UAT2.0|add(balance,tranc):|balance=address.getvalue();|updating balance"
GFIM,20,Fail,07.04.19,"STG2.0|for i in range(0,bal)|bal=tuple(tran)|looping"
