AppName,TCID,STATUS,EXEDATE,RCA  ,Unnamed: 5
COEA,32,Pass,05.15.19,"PROD2.3|data.replace(data.Name, 'NA')|Name=nan|manipulating data",DEV2.0
COEA,35,Fail,04.21.19,"DEV2.0|for val in ""str1"": |str=tranc('title')|iteration",UAT2.0
COEA,38,Fail,09.01.19,STG2.0| if i>5 |i=6 |decision control,PROD2.0
COEA,44,Fail,07.27.19,"UAT2.0|add(balance,tranc):|balance=address.getvalue();|updating balance",UAT2.0
COEA,45,Fail,05.01.19,UAT2.0|while i>6|i<5|validation,DEV2.0
COEA,49,Fail,07.24.19,UAT2.0|while i>6|i<5|validation,PROD2.0
COEA,51,Fail,08.05.19,STG2.0|print(bal)|bal=np.nan|printing,DEV2.0
COEA,52,Pass,04.11.19,DEV2.3| print(balance)|balance=np.nan| printing,DEV2.0
COEA,54,Pass,04.14.19,"DEV2.3|plt.plot(x,y)|x,y =(trans.address,trans.values)|plotting",PROD2.0
COEA,57,Pass,09.29.19,"STG2.3|for i in Age|i={name,age}|looping",STG2.0
COEA,62,Pass,05.18.19,"DEV2.3|plt.plot(x,y)|x,y =(trans.address,trans.values)|plotting",UAT2.0
COEA,73,Fail,06.14.19,"STG2.0|for i,j in range()|j=dict(age)|looping",DEV2.0
COEA,80,Fail,05.29.19,"DEV2.0|print(""sum is"",a+b)|a=b=nan|retrive data",STG2.0
COEA,91,Fail,06.15.19,"UAT2.0| a=pd.readcsv(filename)| filename=""testcase.csv""|reading",DEV2.0
COEA,95,Fail,08.22.19,"UAT2.0|if name==""input"":|input=""John""|validation",UAT2.0
COEA,110,Pass,09.28.19,UAT2.3|form.submit(name[0])|name=get(name.values)|retriving,UAT2.0
COEA,111,Pass,08.22.19,"DEV2.3|df.read_csv(""bal.csv"")|bal=nan|Importing file",PROD2.0
COEA,126,Fail,05.04.19,"DEV2.0|df.read_csv(""bal.csv"")|bal=nan|Importing file",DEV2.0
COEA,127,Fail,05.22.19,"DEV2.0|df.read_csv(""bal.csv"")|bal=nan|Importing file",PROD2.0
COEA,132,Pass,04.27.19,"STG2.3|for i in range(0,len(book))|book=list(transactions)|looping",UAT2.0
COEA,141,Fail,06.30.19,"STG2.0|for i,j in range()|j=dict(age)|looping",PROD2.0
COEA,142,Fail,07.27.19,"DEV2.0|df.read_csv(""bal.csv"")|bal=nan|Importing file",STG2.0
COEA,144,Fail,07.02.19,DEV2.0|fig.show()|fig=ax.plot(data)|displaying,UAT2.0
COEA,147,Pass,05.03.19,"DEV2.3|plt.plot(q,r)|q,r =(t.height,t.weight)|plotting",STG2.0
COEA,154,Pass,05.02.19,PROD2.3|print(('python')*a)|a=name.value|retrieve data,PROD2.0
COEA,161,Fail,07.09.19,UAT2.0|if i<8|i=0|decision control,STG2.0
COEA,166,Fail,07.19.19,"UAT2.0|if key==""password"":|password=""admin""|authenticate",STG2.0
COEA,168,Pass,04.02.19,"UAT2.3| a=pd.readcsv(filename)| filename=""testcase.csv""|reading",DEV2.0
COEA,173,Fail,09.17.19,PROD2.0|for i in n:|i++|looping,PROD2.0
COEA,174,Fail,07.05.19,"DEV2.0|plt.plot(q,r)|q,r =(t.height,t.weight)|plotting",STG2.0
COEA,175,Fail,04.17.19,"DEV2.0|df.read_csv(""bal.csv"")|bal=nan|Importing file",DEV2.0
COEA,177,Pass,05.31.19,"UAT2.3|if name==""input"":|input=""John""|validation",STG2.0
COEA,180,Fail,05.12.19,PROD2.0|for i in n:|i++|looping,PROD2.0
COEA,192,Fail,09.23.19,"DEV2.0|data = pd.read_csv(usecase)|usecase=""file.csv""|reading",STG2.0
COEA,194,Pass,06.25.19,"PROD2.3|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising",UAT2.0
COEA,202,Fail,06.17.19,PROD2.0|print(('python')*a)|a=name.value|retrieve data,UAT2.0
vATOM,1,Pass,06.27.19,PROD2.3|print(('python')*a)|a=name.value|retrieve data,PROD2.0
vATOM,8,Fail,08.29.19,STG2.0|while var >! 0:  |var=balance|validation,STG2.0
vATOM,26,Pass,07.29.19,"DEV2.3|plt.show(a,d)|a,d=(df.keys,df.values)|plotting",DEV2.0
vATOM,33,Fail,08.30.19,"UAT2.0|if name==""input"":|input=""John""|validation",UAT2.0
vATOM,58,Fail,07.04.19,"DEV2.0|print(data.[""Name""])|Name=123456|retrive data",PROD2.0
vATOM,60,Fail,06.15.19,"UAT2.0|if name==""input"":|input=""John""|validation",DEV2.0
vATOM,67,Pass,06.15.19,"STG2.3|for i in Age|i={name,age}|looping",DEV2.0
vATOM,68,Pass,08.04.19,UAT2.3|while i>6|i<5|validation,PROD2.0
vATOM,73,Fail,07.24.19,"PROD2.0|filename.replace(""_"","""")|filename=""solidity_tranc.sol""|replacing",STG2.0
vATOM,80,Fail,08.12.19,UAT2.0|if i>z|i=z|decision control,UAT2.0
vATOM,82,Pass,09.24.19,DEV2.3|print(df)|df=address.dataframe|retrive data,UAT2.0
vATOM,86,Pass,05.18.19,"STG2.3|for i in Age|i={name,age}|looping",STG2.0
vATOM,90,Fail,06.04.19,DEV2.0|print(a)|a=transaction.address|retrive data,UAT2.0
vATOM,93,Pass,09.25.19,"UAT2.3|if name==""input"":|input=""John""|validation",DEV2.0
vATOM,96,Fail,09.20.19,UAT2.0|if i>z|i=z|decision control,STG2.0
vATOM,102,Fail,08.11.19,"DEV2.0|plt.show(a,d)|a,d=(df.keys,df.values)|plotting",STG2.0
vATOM,104,Fail,06.15.19,"DEV2.0|plt.plot(x,y)|x,y =(trans.address,trans.values)|plotting",STG2.0
vATOM,119,Fail,06.29.19,"PROD2.0|data.replace(data.Name, 'NA')|Name=nan|manipulating data",STG2.0
vATOM,121,Fail,07.26.19,"DEV2.0|df = df[df['Android'] != np.nan]|Android={version:v,value:2}|renaming",DEV2.0
vATOM,137,Fail,05.28.19,"PROD2.0|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising",DEV2.0
vATOM,140,Fail,06.22.19,UAT2.0|if i>z|i=z|decision control,DEV2.0
vATOM,146,Fail,08.07.19,"STG2.0|for i in range(0,len(book))|book=list(transactions)|looping",UAT2.0
vATOM,159,Pass,06.20.19,"UAT2.3|if name==""input"":|input=""John""|validation",STG2.0
vATOM,169,Fail,04.10.19,UAT2.0|values=list(names)|names=set(names.keys)|retriving,UAT2.0
vATOM,171,Pass,05.05.19,UAT2.3|form.submit(name[0])|name=get(name.values)|retriving,UAT2.0
vATOM,176,Fail,08.08.19,"STG2.0|if value==""username"":|username=""user""|authenticate",DEV2.0
vATOM,177,Fail,06.10.19,UAT2.0|values=list(names)|names=set(names.keys)|retriving,PROD2.0
vATOM,191,Fail,06.02.19,"DEV2.0|for val in ""str1"": |str=tranc('title')|iteration",UAT2.0
vATOM,193,Fail,05.24.19,"STG2.0|for i,j in range()|j=dict(age)|looping",DEV2.0
vATOM,202,Pass,07.03.19,DEV2.3|print(a)|a=transaction.address|retrive data,STG2.0
vATOM,204,Pass,07.18.19,UAT2.3|if i>z|i=z|decision control,DEV2.0
vATOM,205,Fail,04.07.19,"DEV2.0|df.read_csv(""bal.csv"")|bal=nan|Importing file",DEV2.0
vATOM,209,Fail,05.03.19,"PROD2.0| pd.DataFrame(data)| data={address:a,value:12000}| initiating data frame",DEV2.0
vATOM,215,Fail,04.08.19,DEV2.0|fig.show()|fig=ax.plot(data)|displaying,DEV2.0
vATOM,219,Fail,05.13.19,"STG2.0|for i,j in range()|j=dict(age)|looping",DEV2.0
vATOM,220,Fail,08.22.19,DEV2.0|fig.show()|fig=ax.plot(data)|displaying,DEV2.0
DNM,1,Pass,06.20.19,"DEV2.3|plt.plot(x,y)|x,y =(trans.address,trans.values)|plotting",UAT2.0
DNM,3,Fail,06.10.19,"DEV2.0|plt.show(a,d)|a,d=(df.keys,df.values)|plotting",STG2.0
DNM,4,Pass,04.08.19,STG2.3|while var >! 0:  |var=balance|validation,PROD2.0
DNM,8,Fail,06.14.19,DEV2.0|print(a)|a=transaction.address|retrive data,UAT2.0
DNM,11,Fail,08.08.19,UAT2.0|while i>6|i<5|validation,UAT2.0
DNM,15,Fail,09.28.19,"PROD2.0|data.replace(data.Name, 'NA')|Name=nan|manipulating data",PROD2.0
DNM,18,Pass,05.04.19,STG2.3|print(bal)|bal=np.nan|printing,UAT2.0
DNM,34,Fail,06.07.19,"DEV2.0|plt.plot(x,y)|x,y =(trans.address,trans.values)|plotting",DEV2.0
DNM,38,Pass,06.20.19,"UAT2.3|if key==""password"":|password=""admin""|authenticate",DEV2.0
DNM,42,Pass,08.27.19,PROD2.3|for i in n:|i++|looping,DEV2.0
DNM,46,Pass,05.04.19,UAT2.3|if i>z|i=z|decision control,DEV2.0
DNM,48,Fail,04.01.19,"DEV2.0|print(data.[""Name""])|Name=123456|retrive data",STG2.0
DNM,53,Fail,06.17.19,"DEV2.0| for x,d in tup:| tup=(data.Height, data.shape[0])|looping",DEV2.0
DNM,58,Fail,09.24.19,"DEV2.0|plt.plot(x,y)|x,y =(trans.address,trans.values)|plotting",UAT2.0
DNM,65,Pass,05.20.19,UAT2.3|if i>z|i=z|decision control,PROD2.0
DNM,76,Fail,05.06.19,UAT2.0|if i<8|i=0|decision control,DEV2.0
DNM,82,Fail,07.29.19,"DEV2.0|df.read_csv(""bal.csv"")|bal=nan|Importing file",DEV2.0
DNM,88,Fail,05.04.19,"UAT2.0|if key==""password"":|password=""admin""|authenticate",UAT2.0
DNM,92,Fail,07.25.19,UAT2.0|while i>6|i<5|validation,DEV2.0
DNM,96,Fail,07.18.19,"DEV2.0|for val in ""str1"": |str=tranc('title')|iteration",UAT2.0
DNM,107,Pass,04.24.19,"STG2.3|for i,j in range()|j=dict(age)|looping",STG2.0
DNM,113,Fail,07.17.19,DEV2.0|fig.show()|fig=ax.plot(data)|displaying,DEV2.0
DNM,124,Fail,06.26.19,"PROD2.0|filename.replace(""_"","""")|filename=""solidity_tranc.sol""|replacing",PROD2.0
DNM,125,Pass,06.24.19,"DEV2.3|plt.plot(q,r)|q,r =(t.height,t.weight)|plotting",STG2.0
DNM,127,Fail,09.07.19,UAT2.0|if i>z|i=z|decision control,PROD2.0
DNM,128,Fail,06.03.19,"DEV2.0|print(""sum is"",a+b)|a=b=nan|retrive data",DEV2.0
DNM,129,Fail,08.25.19,"DEV2.0|for val in ""str1"": |str=tranc('title')|iteration",UAT2.0
DNM,130,Pass,05.21.19,DEV2.3|fig.show()|fig=ax.plot(data)|displaying,DEV2.0
DNM,132,Fail,07.26.19,"PROD2.0|data.replace(data.Name, 'NA')|Name=nan|manipulating data",DEV2.0
DNM,133,Fail,05.01.19,"DEV2.0|plt.plot(q,r)|q,r =(t.height,t.weight)|plotting",DEV2.0
DNM,148,Pass,05.19.19,"UAT2.3|if key==""password"":|password=""admin""|authenticate",STG2.0
DNM,152,Pass,05.09.19,"DEV2.3|print(""sum is"",a+b)|a=b=nan|retrive data",DEV2.0
DNM,153,Fail,08.19.19,DEV2.0|fig.show()|fig=ax.plot(data)|displaying,DEV2.0
DNM,164,Pass,07.03.19,"UAT2.3|for y,z in list:|list=(df.weight, df.shape[1])|looping",STG2.0
DNM,165,Pass,09.15.19,"DEV2.3|df = df[df['Android'] != np.nan]|Android={version:v,value:2}|renaming",PROD2.0
DNM,167,Pass,07.03.19,"DEV2.3|df.read_csv(""bal.csv"")|bal=nan|Importing file",DEV2.0
DNM,173,Fail,08.25.19,"DEV2.0|df.read_csv(""bal.csv"")|bal=nan|Importing file",STG2.0
DNM,175,Pass,08.14.19,"STG2.3|for i in Age|i={name,age}|looping",STG2.0
DNM,195,Pass,04.04.19,"DEV2.3|df = df[df['Android'] != np.nan]|Android={version:v,value:2}|renaming",PROD2.0
